Prompt#,Statement 1,Statement 2,Model Response
4072,honorary doctor of Osmania University subClassOf phrase,honorary doctor of Osmania University subClassOf word,yes
4073,honorary doctor of the University of Salford subClassOf honorary doctorate,honorary doctor of the University of Salford subClassOf word,yes
4074,honorary doctorate of the European University of Canarias subClassOf honorary doctorate,honorary doctorate of the European University of Canarias subClassOf phrase,yes
4075,honorary doctor of the Norwegian University of Science and Technology subClassOf phrase,honorary doctor of the Norwegian University of Science and Technology subClassOf word,yes
4076,honorary doctor of the University of Hawaii subClassOf honorary doctorate,honorary doctor of the University of Hawaii subClassOf word,yes
4077,Archbishop of Dublin subClassOf phrase,Archbishop of Dublin subClassOf word,yes
4078,honorary citizen of Pohořelice subClassOf phrase,honorary citizen of Pohořelice subClassOf word,yes
4079,honorary citizen of Rzhev subClassOf phrase,honorary citizen of Rzhev subClassOf word,yes
4080,Honorary doctor of the University of Groningen subClassOf phrase,Honorary doctor of the University of Groningen subClassOf word,yes
4081,bronze medal of the order subClassOf bronze medal,bronze medal of the order subClassOf word,yes
4082,amplissimus consularis subClassOf phrase,amplissimus consularis subClassOf word,yes
4083,desu/masu style subClassOf polite language,desu/masu style subClassOf usage,no
4084,People's Artist of Moldova subClassOf phrase,People's Artist of Moldova subClassOf word,yes
4085,doctor honoris causa of the University of Innsbruck subClassOf phrase,doctor honoris causa of the University of Innsbruck subClassOf word,yes
4086,honorary citizen of Wrocław subClassOf phrase,honorary citizen of Wrocław subClassOf word,yes
4087,honorary title subClassOf phrase,honorary title subClassOf word,yes
4088,Bishop of St Andrews,"Dunkeld and Dunblane subClassOf phrase, Bishop of St Andrews, Dunkeld and Dunblane subClassOf word",no
4089,honorary doctorate of the University of Moscow subClassOf honorary doctorate,honorary doctorate of the University of Moscow subClassOf word,yes
4090,Anglican Bishop of Connor subClassOf phrase,Anglican Bishop of Connor subClassOf word,yes
4091,honorary citizen of Ózd subClassOf honorary citizenship,honorary citizen of Ózd subClassOf word,yes
4092,honorary citizen of Győr subClassOf phrase,honorary citizen of Győr subClassOf word,yes
4093,honorary doctor of University of Cologne subClassOf phrase,honorary doctor of University of Cologne subClassOf word,yes
4094,honorary citizen of Óbuda-Békásmegyer subClassOf honorary citizenship,honorary citizen of Óbuda-Békásmegyer subClassOf word,yes
4095,honorary doctorate of Concordia University subClassOf phrase,honorary doctorate of Concordia University subClassOf word,yes
4096,honorary citizen of Svatove subClassOf honorary citizenship,honorary citizen of Svatove subClassOf word,yes
4097,honorary doctorate of Taras Shevchenko National University of Kyiv subClassOf phrase,honorary doctorate of Taras Shevchenko National University of Kyiv subClassOf word,yes
4098,unicursal hexagram subClassOf concave polygon,unicursal hexagram subClassOf convex polygon,yes
4099,Pre-Adamite subClassOf Christianity,Pre-Adamite subClassOf Judaism,yes
4100,Custodian of the Two Holy Mosques subClassOf King of Saudi Arabia,Custodian of the Two Holy Mosques subClassOf word,no
4101,Companion of the Order of Loyalty to the Royal Family of Malaysia subClassOf phrase,Companion of the Order of Loyalty to the Royal Family of Malaysia subClassOf word,yes
4102,honorary doctor of the Northeastern University subClassOf phrase,honorary doctor of the Northeastern University subClassOf word,yes
4103,non-binary bisexual subClassOf bisexual,non-binary bisexual subClassOf LGBTQ person,no
4104,Bishop of Coventry subClassOf phrase,Bishop of Coventry subClassOf word,yes
4105,honorary doctor of the Hunan University subClassOf honorary doctorate,honorary doctor of the Hunan University subClassOf phrase,yes
4106,Honorary doctor of the Humboldt University of Berlin subClassOf honorary doctorate,Honorary doctor of the Humboldt University of Berlin subClassOf word,yes
4107,honorary citizen of Aalsmeer subClassOf honorary citizenship,honorary citizen of Aalsmeer subClassOf word,yes
4108,honorary doctor of the University of Gothenburg subClassOf phrase,honorary doctor of the University of Gothenburg subClassOf word,yes
4109,honorary citizen of Ternopil subClassOf honorary citizenship,honorary citizen of Ternopil subClassOf word,yes
4110,honorary citizen of Vodňany subClassOf phrase,honorary citizen of Vodňany subClassOf word,yes
4111,O.P. subClassOf name suffix,O.P. subClassOf phrase,no
4112,honorary doctor of the Beijing Sport University subClassOf phrase,honorary doctor of the Beijing Sport University subClassOf word,yes
4113,honorary citizen of Rome subClassOf honorary citizenship,honorary citizen of Rome subClassOf phrase,yes
4114,honorary doctorate of the University of Porto subClassOf honorary doctorate,honorary doctorate of the University of Porto subClassOf word,yes
4115,historical ecclesiastical position subClassOf ecclesiastical occupation,historical ecclesiastical position subClassOf word,yes
4116,honorary doctor of University of Economics in Bratislava subClassOf honorary doctorate,honorary doctor of University of Economics in Bratislava subClassOf word,yes
4117,honorary doctor of the China Union Medical University subClassOf phrase,honorary doctor of the China Union Medical University subClassOf word,yes
4118,honorary doctor of Syracuse University subClassOf phrase,honorary doctor of Syracuse University subClassOf word,yes
4119,tridecagram subClassOf regular star polygon,tridecagram subClassOf concave polygon,yes
4120,honorary citizen of Szeged subClassOf honorary citizenship,honorary citizen of Szeged subClassOf word,yes
4121,seven dirty words subClassOf word or phrase,seven dirty words subClassOf meaning,yes
4122,honorary citizen of Fuzhou subClassOf phrase,honorary citizen of Fuzhou subClassOf word,yes
4123,Irregular Heartbeats at the Park West subClassOf abstract object,Irregular Heartbeats at the Park West subClassOf concrete object,yes
4124,Anglican Bishop to the Australian Defence Force subClassOf phrase,Anglican Bishop to the Australian Defence Force subClassOf word,yes
4125,LNG as fuel for riverboats subClassOf liquefied natural gas,LNG as fuel for riverboats subClassOf gas,no
4126,{7/2} heptagram subClassOf concave polygon,{7/2} heptagram subClassOf convex polygon,yes
4127,Grand Cross Special Class of the Order of the Aztec Eagle subClassOf grand cross,Grand Cross Special Class of the Order of the Aztec Eagle subClassOf phrase,yes
4128,People's Artist of the Chechen Republic subClassOf People's Artist,People's Artist of the Chechen Republic subClassOf word,yes
4129,hardcover subClassOf abstract object,hardcover subClassOf concrete object,yes
4130,Buddharupa subClassOf statue,Buddharupa subClassOf abstract object,yes
4131,Rector of Ramon Llull University subClassOf rector,Rector of Ramon Llull University subClassOf phrase,yes
4132,President of Al-Balqaʼ Applied University subClassOf rector,President of Al-Balqaʼ Applied University subClassOf phrase,yes
4133,Rector of the Salesian Pontifical University subClassOf rector,Rector of the Salesian Pontifical University subClassOf word,yes
4134,honorary citizen of Nuremberg subClassOf phrase,honorary citizen of Nuremberg subClassOf word,yes
4135,O.C.D. subClassOf phrase,O.C.D. subClassOf word,yes
4136,honorary citizen of Osijek subClassOf honorary citizenship,honorary citizen of Osijek subClassOf phrase,no
4137,tridecagram subClassOf concave polygon,tridecagram subClassOf convex polygon,yes
4138,honorary doctor of Général Lansana Conté University subClassOf phrase,honorary doctor of Général Lansana Conté University subClassOf word,yes
4139,Anglican bishop subClassOf phrase,Anglican bishop subClassOf word,yes
4140,Druze star subClassOf concave polygon,Druze star subClassOf convex polygon,yes
4141,Companion of the King's Service Order subClassOf companion,Companion of the King's Service Order subClassOf phrase,yes
4142,honorary citizen of Corfu Municipality subClassOf phrase,honorary citizen of Corfu Municipality subClassOf word,yes
4143,honorary doctor of the Miguel Hernández University of Elche subClassOf phrase,honorary doctor of the Miguel Hernández University of Elche subClassOf word,yes
4144,Bishop of the Falkland Islands subClassOf phrase,Bishop of the Falkland Islands subClassOf word,yes
4145,honorary citizen of Dunakeszi subClassOf honorary citizenship,honorary citizen of Dunakeszi subClassOf phrase,no
4146,honorary doctor of Erasmus University Rotterdam subClassOf honorary doctorate,honorary doctor of Erasmus University Rotterdam subClassOf phrase,yes
4147,Anglican Archbishop of Armagh subClassOf phrase,Anglican Archbishop of Armagh subClassOf word,yes
4148,Ukrainian honorific plural subClassOf honorific,Ukrainian honorific plural subClassOf meaning,yes
4149,hexadecagram subClassOf hexadecagon,hexadecagram subClassOf regular polygon,yes
4150,honorary doctorate of University Grenoble-Alpes subClassOf honorary doctorate,honorary doctorate of University Grenoble-Alpes subClassOf phrase,yes
4151,honorary citizen of Ashdod subClassOf phrase,honorary citizen of Ashdod subClassOf word,yes
4152,Japanese profanity subClassOf word or phrase,Japanese profanity subClassOf meaning,yes
4153,honorary doctor of the University of Halle-Wittenberg subClassOf phrase,honorary doctor of the University of Halle-Wittenberg subClassOf word,yes
4154,Grand Chancellor of the Salesian Pontifical University subClassOf phrase,Grand Chancellor of the Salesian Pontifical University subClassOf word,yes
4155,scalar meson subClassOf hadron,scalar meson subClassOf elementary particle,yes
4156,drug fraud subClassOf abstract object,drug fraud subClassOf property,no
4157,honorary doctor of the University of Paris 1 Pantheon-Sorbonne subClassOf honorary doctorate,honorary doctor of the University of Paris 1 Pantheon-Sorbonne subClassOf word,yes
4158,honorary doctor of the Huaqiao University subClassOf honorary doctorate,honorary doctor of the Huaqiao University subClassOf phrase,yes
4159,Esperanto profanity subClassOf word or phrase,Esperanto profanity subClassOf meaning,no
4160,honorary doctor at Karlstad University subClassOf phrase,honorary doctor at Karlstad University subClassOf word,yes
4161,Father of the House subClassOf phrase,Father of the House subClassOf word,yes
4162,honorary doctor of the Clark University subClassOf phrase,honorary doctor of the Clark University subClassOf word,no
4163,honorary citizen of Žatec subClassOf honorary citizenship,honorary citizen of Žatec subClassOf phrase,yes
4164,Vice Chancellor of Örebro University subClassOf rector,Vice Chancellor of Örebro University subClassOf word,yes
4165,People's Artist of the Republic of Bashkortostan subClassOf People's Artist,People's Artist of the Republic of Bashkortostan subClassOf word,yes
4166,honorary doctor of Ulm University subClassOf honorary doctorate,honorary doctor of Ulm University subClassOf word,yes
4167,honorary doctor of the Beijing Forestry University subClassOf phrase,honorary doctor of the Beijing Forestry University subClassOf word,no
