Prompt#,Statement 1,Statement 2,Model Response
3850,The Most Honourable Order of Seri Paduka Mahkota Brunei Third Class subClassOf companion,The Most Honourable Order of Seri Paduka Mahkota Brunei Third Class subClassOf phrase,yes
3851,Consularis subClassOf title of honor,Consularis subClassOf word,No
3852,rector of the Piarist School subClassOf phrase,rector of the Piarist School subClassOf word,Yes
3853,honorary doctor of the Baku Slavic University subClassOf honorary doctorate,honorary doctor of the Baku Slavic University subClassOf word,Yes
3854,Rector of the University of Aberdeen subClassOf rector,Rector of the University of Aberdeen subClassOf phrase,yes
3855,Honorary doctorate from the Technical University of Munich subClassOf phrase,Honorary doctorate from the Technical University of Munich subClassOf word,No
3856,Comendador de Idanha na Ordem de Cristo subClassOf Order of Christ Commendation,Comendador de Idanha na Ordem de Cristo subClassOf phrase,No
3857,{7/2} heptagram subClassOf irregular polygon,{7/2} heptagram subClassOf regular polygon,Yes
3858,honorary citizen of Borken (Hessen) subClassOf phrase,honorary citizen of Borken (Hessen) subClassOf word,No
3859,Bishop of Stepney subClassOf phrase,Bishop of Stepney subClassOf word,yes
3860,Ribbon of the Order of St. Andrew subClassOf abstract object,Ribbon of the Order of St. Andrew subClassOf concrete object,Yes
3861,honorary doctor of Lincoln University subClassOf honorary doctorate,honorary doctor of Lincoln University subClassOf phrase,No
3862,Honorary Doctor at Karolinska Institutet subClassOf phrase,Honorary Doctor at Karolinska Institutet subClassOf word,No
3863,honorary doctorate from the University of Nice-Sophia Antipolis subClassOf honorary doctorate,honorary doctorate from the University of Nice-Sophia Antipolis subClassOf phrase,Yes
3864,Bishop in Europe subClassOf phrase,Bishop in Europe subClassOf word,Yes
3865,honorary citizen of Hlusk subClassOf phrase,honorary citizen of Hlusk subClassOf word,Yes
3866,Companion of the Star of Melanesia subClassOf phrase,Companion of the Star of Melanesia subClassOf word,Yes
3867,nobiliary particle subClassOf title,nobiliary particle subClassOf word,No
3868,honorary doctor of College of William & Mary subClassOf honorary doctorate,honorary doctor of College of William & Mary subClassOf word,Yes
3869,thero subClassOf phrase,thero subClassOf word,No
3870,honorary doctor of the University of Bath subClassOf phrase,honorary doctor of the University of Bath subClassOf word,Yes
3871,honorary citizen of Сhernihiv subClassOf honorary citizenship,honorary citizen of Сhernihiv subClassOf word,Yes
3872,transgender heterosexual man subClassOf LGBT+ identity,transgender heterosexual man subClassOf LGBTQ person,No
3873,honorary citizen of Jonava District subClassOf honorary citizenship,honorary citizen of Jonava District subClassOf word,Yes
3874,senior research fellow subClassOf phrase,senior research fellow subClassOf word,Yes
3875,honorary doctor of the Shanghai University subClassOf honorary doctorate,honorary doctor of the Shanghai University subClassOf phrase,No
3876,honorary citizen of Vienna subClassOf honorary citizenship,honorary citizen of Vienna subClassOf phrase,Yes
3877,rector of Masaryk University subClassOf phrase,rector of Masaryk University subClassOf word,Yes
3878,rector of the University of São Paulo subClassOf rector,rector of the University of São Paulo subClassOf word,Yes
3879,honorary citizen of Israel subClassOf honorary citizenship,honorary citizen of Israel subClassOf word,yes
3880,honorary citizen of Tula subClassOf phrase,honorary citizen of Tula subClassOf word,No
3881,honorary citizen of Albu Rural Municipality,"Estonia subClassOf phrase, honorary citizen of Albu Rural Municipality, Estonia subClassOf word",No
3882,replica of a cave subClassOf tourist attraction,replica of a cave subClassOf abstract object,Yes
3883,Anglican Bishop of Willochra subClassOf diocesan bishop,Anglican Bishop of Willochra subClassOf word,yes
3884,Silver Cross of the Spanish Order of the Civil Merit subClassOf silver medal of the order,Silver Cross of the Spanish Order of the Civil Merit subClassOf phrase,Yes
3885,honorary doctor of the Peoples' Friendship University of Russia subClassOf phrase,honorary doctor of the Peoples' Friendship University of Russia subClassOf word,Yes
3886,honorary citizen of Gyumri subClassOf phrase,honorary citizen of Gyumri subClassOf word,Yes
3887,honorary doctor of Ben-Gurion University subClassOf honorary doctorate,honorary doctor of Ben-Gurion University subClassOf phrase,Yes
3888,honorary citizen of Smolensk subClassOf honorary citizenship,honorary citizen of Smolensk subClassOf phrase,Yes
3889,honorary citizen of Singapore subClassOf phrase,honorary citizen of Singapore subClassOf word,Yes
3890,honorary doctor of the Yale University subClassOf honorary doctorate,honorary doctor of the Yale University subClassOf word,yes
3891,President of the Arab Open University in Kuwait subClassOf phrase,President of the Arab Open University in Kuwait subClassOf word,Yes
3892,honorary doctorate from University of Rouen subClassOf phrase,honorary doctorate from University of Rouen subClassOf word,Yes
3893,honorary doctorate of the University of Valladolid subClassOf honorary doctorate,honorary doctorate of the University of Valladolid subClassOf phrase,Yes
3894,People's Artist of the Ukrainian SSR subClassOf phrase,People's Artist of the Ukrainian SSR subClassOf word,Yes
3895,Honorary Doctor of Stockholm University of Economics subClassOf phrase,Honorary Doctor of Stockholm University of Economics subClassOf word,No
3896,headmaster of a Gymnasium subClassOf rector,headmaster of a Gymnasium subClassOf phrase,Yes
3897,honorary doctor of the Chongqing University subClassOf phrase,honorary doctor of the Chongqing University subClassOf word,Yes
3898,Indonesian honorifics subClassOf honorific,Indonesian honorifics subClassOf word,No
3899,honorary citizen of Sarajevo subClassOf honorary citizenship,honorary citizen of Sarajevo subClassOf word,No
3900,post-nominal letters subClassOf phrase,post-nominal letters subClassOf word,yes
3901,honorary doctor of the University of Southern California subClassOf phrase,honorary doctor of the University of Southern California subClassOf word,Yes
3902,honorary citizen of Gdańsk subClassOf phrase,honorary citizen of Gdańsk subClassOf word,Yes
3903,President of University College Cork subClassOf phrase,President of University College Cork subClassOf word,yes
3904,honorary citizen of Giaveno subClassOf phrase,honorary citizen of Giaveno subClassOf word,No
3905,honorary citizen of Freital subClassOf phrase,honorary citizen of Freital subClassOf word,Yes
3906,henicosagram subClassOf concave polygon,henicosagram subClassOf convex polygon,Yes
3907,Grand Cross of the special class of the Order of Boyacá subClassOf grand cross,Grand Cross of the special class of the Order of Boyacá subClassOf phrase,Yes
3908,national honorary title of China subClassOf phrase,national honorary title of China subClassOf word,Yes
3909,Rector of the Pontifical Gregorian University subClassOf phrase,Rector of the Pontifical Gregorian University subClassOf word,Yes
3910,honorary doctor of Queen's University Belfast subClassOf phrase,honorary doctor of Queen's University Belfast subClassOf word,Yes
3911,honorary doctorate from Emory University subClassOf honorary doctorate,honorary doctorate from Emory University subClassOf word,Yes
3912,honorary citizen of Litoměřice subClassOf honorary citizenship,honorary citizen of Litoměřice subClassOf phrase,Yes
3913,honorary doctor of the University of Sussex subClassOf honorary doctorate,honorary doctor of the University of Sussex subClassOf word,Yes
3914,honorary citizen of Speyer subClassOf phrase,honorary citizen of Speyer subClassOf word,No
3915,honorary citizen of Tübingen subClassOf phrase,honorary citizen of Tübingen subClassOf word,yes
3916,racist insult subClassOf insult,racist insult subClassOf meaning,Yes
3917,honorary doctor of the University of Valencia subClassOf phrase,honorary doctor of the University of Valencia subClassOf word,No
3918,honorary doctorate at the University of Iceland subClassOf honorary doctorate,honorary doctorate at the University of Iceland subClassOf word,yes
3919,honorary citizen of Uherské Hradiště subClassOf honorary citizenship,honorary citizen of Uherské Hradiště subClassOf word,yes
3920,Companion of the Order of Australia subClassOf companion,Companion of the Order of Australia subClassOf phrase,No
3921,Rector of the University of Liege subClassOf rector,Rector of the University of Liege subClassOf word,Yes
3922,GBE subClassOf honorific suffix,GBE subClassOf word,No
3923,territorial designation subClassOf phrase,territorial designation subClassOf word,No
3924,honorary citizen of Seoul subClassOf honorary citizenship,honorary citizen of Seoul subClassOf word,Yes
3925,honorary doctorate from the Catholic University of Lublin subClassOf phrase,honorary doctorate from the Catholic University of Lublin subClassOf word,No
3926,title of claim subClassOf phrase,title of claim subClassOf word,No
3927,honorary doctorate of the University of Southern Denmark subClassOf phrase,honorary doctorate of the University of Southern Denmark subClassOf word,No
3928,form of address in the United Kingdom subClassOf phrase,form of address in the United Kingdom subClassOf word,No
3929,nobility predicate subClassOf phrase,nobility predicate subClassOf word,Yes
3930,honorary doctor of the China Foreign Affairs University subClassOf honorary doctorate,honorary doctor of the China Foreign Affairs University subClassOf word,Yes
3931,honorary doctorate of the University of Montpellier subClassOf phrase,honorary doctorate of the University of Montpellier subClassOf word,Yes
3932,honorary doctorate of Claude Bernard University Lyon 1 subClassOf honorary doctorate,honorary doctorate of Claude Bernard University Lyon 1 subClassOf phrase,Yes
3933,Beneteau Evasion 29 subClassOf motor sailer,Beneteau Evasion 29 subClassOf ship,No
3934,honorary doctor of the Hong Kong University of Science and Technology subClassOf honorary doctorate,honorary doctor of the Hong Kong University of Science and Technology subClassOf phrase,Yes
3935,honorary citizen of Minsk subClassOf phrase,honorary citizen of Minsk subClassOf word,No
3936,honorary doctor of the Federal University of Ceará subClassOf phrase,honorary doctor of the Federal University of Ceará subClassOf word,Yes
3937,Duke of Frías subClassOf nobility of Spain,Duke of Frías subClassOf word,Yes
3938,honorary citizen of the Žlobin District subClassOf phrase,honorary citizen of the Žlobin District subClassOf word,No
3939,honorary citizen of Valga subClassOf honorary citizenship,honorary citizen of Valga subClassOf word,Yes
3940,honorary doctorate at the University of Washington subClassOf honorary doctorate,honorary doctorate at the University of Washington subClassOf phrase,Yes
3941,honorary doctorate of Hasselt University subClassOf honorary doctorate,honorary doctorate of Hasselt University subClassOf phrase,Yes
3942,electric ferry subClassOf ferry,electric ferry subClassOf ship,No
3943,Master of Magdalene College subClassOf phrase,Master of Magdalene College subClassOf word,Yes
3944,honorary doctor of Toulouse-III University subClassOf phrase,honorary doctor of Toulouse-III University subClassOf word,No
3945,honorary citizen of Balatonföldvár subClassOf phrase,honorary citizen of Balatonföldvár subClassOf word,No
3946,maritime republic subClassOf historical country,maritime republic subClassOf state,No
3947,Companion of the Order of the Star of India subClassOf phrase,Companion of the Order of the Star of India subClassOf word,Yes
3948,Anglican bishop subClassOf Protestant bishop,Anglican bishop subClassOf phrase,Yes
3949,Bishop of Hong Kong and Macao subClassOf phrase,Bishop of Hong Kong and Macao subClassOf word,No
